time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,1.933718e-09,1.095453e-01,-2.431026e+00
2.000000e-03,3.942055e-09,2.190924e-01,-4.862109e+00
3.500000e-03,6.957459e-09,3.834134e-01,-8.508728e+00
5.750000e-03,1.153952e-08,6.298961e-01,-1.397868e+01
9.125000e-03,1.851635e-08,9.996218e-01,-2.218365e+01
1.418750e-02,2.917773e-08,1.554212e+00,-3.449115e+01
2.178125e-02,4.556289e-08,2.386101e+00,-5.295247e+01
3.317187e-02,7.096625e-08,3.633939e+00,-8.064453e+01
5.025781e-02,1.108785e-07,5.505699e+00,-1.221827e+02
7.025781e-02,1.603919e-07,7.696697e+00,-1.708054e+02
9.025782e-02,2.130711e-07,9.887698e+00,-2.194282e+02
1.102578e-01,2.690596e-07,1.207870e+01,-2.680510e+02
1.302578e-01,3.288129e-07,1.426970e+01,-3.166738e+02
1.502578e-01,3.926395e-07,1.646071e+01,-3.652966e+02
1.702578e-01,4.609450e-07,1.865171e+01,-4.139194e+02
1.902578e-01,5.342332e-07,2.084271e+01,-4.625422e+02
2.102578e-01,6.130893e-07,2.303372e+01,-5.111650e+02
2.302578e-01,6.982036e-07,2.522472e+01,-5.597878e+02
2.502578e-01,7.903921e-07,2.741572e+01,-6.084105e+02
2.702578e-01,8.906273e-07,2.960673e+01,-6.570333e+02
2.902578e-01,1.000076e-06,3.179773e+01,-7.056561e+02
3.102578e-01,1.120150e-06,3.398873e+01,-7.542788e+02
3.302578e-01,1.252574e-06,3.617974e+01,-8.029016e+02
3.502578e-01,1.399480e-06,3.837074e+01,-8.515243e+02
3.702578e-01,1.563533e-06,4.056174e+01,-9.001471e+02
3.902578e-01,1.748111e-06,4.275274e+01,-9.487698e+02
4.102578e-01,1.957562e-06,4.494375e+01,-9.973925e+02
4.302578e-01,2.197584e-06,4.713475e+01,-1.046015e+03
4.502578e-01,2.475789e-06,4.932575e+01,-1.094638e+03
4.702578e-01,2.802595e-06,5.151675e+01,-1.143261e+03
4.902578e-01,3.192643e-06,5.370775e+01,-1.191883e+03
5.102578e-01,3.676808e-06,5.589875e+01,-1.240506e+03
5.302578e-01,4.273327e-06,5.808975e+01,-1.289128e+03
5.502578e-01,5.041522e-06,6.028075e+01,-1.337751e+03
5.702578e-01,6.071558e-06,6.247174e+01,-1.386373e+03
5.902578e-01,7.530876e-06,6.466273e+01,-1.434996e+03
6.102578e-01,9.769786e-06,6.685370e+01,-1.483618e+03
6.302578e-01,1.366538e-05,6.904462e+01,-1.532238e+03
6.502578e-01,2.220932e-05,7.123537e+01,-1.580855e+03
6.702578e-01,5.649680e-05,7.342414e+01,-1.629428e+03
6.902578e-01,-1.111816e-04,7.560771e+01,-1.677886e+03
6.915078e-01,-9.351392e-05,7.574760e+01,-1.680990e+03
6.927578e-01,-8.079479e-05,7.588635e+01,-1.684069e+03
6.946328e-01,-6.717609e-05,7.609340e+01,-1.688664e+03
6.974453e-01,-5.367458e-05,7.640284e+01,-1.695532e+03
7.016641e-01,-4.127691e-05,7.686597e+01,-1.705809e+03
7.079922e-01,-3.067743e-05,7.755983e+01,-1.721208e+03
7.174844e-01,-2.215517e-05,7.860007e+01,-1.744292e+03
7.317227e-01,-1.562858e-05,8.016007e+01,-1.778912e+03
7.517226e-01,-1.101614e-05,8.235117e+01,-1.827537e+03
7.717227e-01,-8.451188e-06,8.454221e+01,-1.876160e+03
7.917227e-01,-6.793625e-06,8.673323e+01,-1.924783e+03
8.117226e-01,-5.613045e-06,8.892425e+01,-1.973406e+03
8.317227e-01,-4.709832e-06,9.111525e+01,-2.022029e+03
8.517227e-01,-3.977611e-06,9.330626e+01,-2.070651e+03
8.717226e-01,-3.353180e-06,9.549726e+01,-2.119274e+03
8.917227e-01,-2.795039e-06,9.768827e+01,-2.167897e+03
9.117227e-01,-2.272851e-06,9.987927e+01,-2.216519e+03
9.317226e-01,-1.761428e-06,1.020703e+02,-2.265142e+03
9.517227e-01,-1.236509e-06,1.042613e+02,-2.313764e+03
9.717227e-01,-6.707360e-07,1.064523e+02,-2.362387e+03
9.917226e-01,-2.834403e-08,1.086433e+02,-2.411009e+03
1.000000e+00,2.715277e-07,1.095501e+02,-2.431132e+03
